latitude,longitude,time,date,sound val,sound avg,sound pek
51.5013198852,0.0072083001,15:18:11,21/9/2017,27,26.88,454
51.5013275146,0.0072116003,15:18:12,21/9/2017,22,27.68,438
51.5013275146,0.0072116003,15:18:12,21/9/2017,37,28.22,343
51.5013351440,0.0072133007,15:18:14,21/9/2017,59,35.81,412
51.5013351440,0.0072149996,15:18:15,21/9/2017,20,30.57,432
51.5013275146,0.0072133007,15:18:16,21/9/2017,13,38.40,422
51.5013275146,0.0072116003,15:18:16,21/9/2017,17,39.43,362
51.5013275146,0.0072100009,15:18:18,21/9/2017,50,29.41,427
51.5013351440,0.0072066011,15:18:19,21/9/2017,91,53.14,405
51.5013351440,0.0072149996,15:18:20,21/9/2017,75,88.86,425
51.5013427734,0.0072349996,15:18:20,21/9/2017,59,56.88,368
51.5013427734,0.0072416000,15:18:22,21/9/2017,32,68.75,408
51.5013427734,0.0072483005,15:18:23,21/9/2017,25,71.58,443
51.5013504028,0.0072516002,15:18:24,21/9/2017,38,58.18,452
51.5013580322,0.0072483005,15:18:24,21/9/2017,97,71.65,412
51.5013847351,0.0072500000,15:18:26,21/9/2017,204,104.18,494
51.5013923645,0.0072516002,15:18:27,21/9/2017,90,92.00,480
51.5014076232,0.0072400002,15:18:28,21/9/2017,19,67.45,431
51.5014305114,0.0072149996,15:18:28,21/9/2017,64,34.72,392
51.5014724731,0.0071865997,15:18:30,21/9/2017,142,63.44,481
51.5014877319,0.0071782999,15:18:31,21/9/2017,42,49.19,318
51.5014991760,0.0071633005,15:18:32,21/9/2017,40,50.63,393
51.5015068054,0.0071433010,15:18:32,21/9/2017,73,43.69,321
51.5015296936,0.0071050000,15:18:34,21/9/2017,18,45.26,460
51.5015296936,0.0070800008,15:18:35,21/9/2017,33,40.81,417
51.5015525817,0.0070550003,15:18:36,21/9/2017,31,43.64,420
51.5015792846,0.0070333003,15:18:36,21/9/2017,40,44.07,377
51.5015945434,0.0070100002,15:18:38,21/9/2017,10,40.33,454
51.5016212463,0.0069850006,15:18:39,21/9/2017,14,29.88,439
51.5016288757,0.0069616007,15:18:40,21/9/2017,11,22.59,405
51.5016441345,0.0069415998,15:18:40,21/9/2017,20,22.63,414
51.5016593933,0.0069166002,15:18:42,21/9/2017,20,22.89,383
51.5016670227,0.0068933005,15:18:43,21/9/2017,11,26.02,420
51.5016860961,0.0068683004,15:18:44,21/9/2017,27,24.37,405
51.5016937255,0.0068482995,15:18:44,21/9/2017,17,21.58,421
51.5017089843,0.0068282995,15:18:46,21/9/2017,11,21.47,359
51.5017166137,0.0068116006,15:18:47,21/9/2017,10,22.53,451
51.5017166137,0.0067899999,15:18:48,21/9/2017,19,21.25,385
51.5017166137,0.0067666006,15:18:48,21/9/2017,12,22.05,445
51.5017166137,0.0067416000,15:18:50,21/9/2017,16,22.18,389
51.5017242431,0.0067165999,15:18:51,21/9/2017,5,22.15,366
51.5017242431,0.0066983008,15:18:52,21/9/2017,26,22.09,426
51.5017318725,0.0066816000,15:18:52,21/9/2017,18,21.96,365
51.5017433166,0.0066565999,15:18:54,21/9/2017,13,23.22,398
51.5017433166,0.0066266002,15:18:55,21/9/2017,11,24.63,410
51.5017509460,0.0066016006,15:18:56,21/9/2017,20,27.39,441
51.5017509460,0.0065815997,15:18:56,21/9/2017,19,22.19,366
51.5017585754,0.0065549998,15:18:58,21/9/2017,22,22.65,344
51.5017662048,0.0065082998,15:18:59,21/9/2017,13,23.30,338
51.5017814636,0.0064466004,15:19:0,21/9/2017,13,22.00,395
51.5017890930,0.0064133000,15:19:0,21/9/2017,8,21.57,458
51.5018157958,0.0063782997,15:19:2,21/9/2017,14,22.10,420
51.5018310546,0.0063450007,15:19:3,21/9/2017,15,23.23,442
51.5018463134,0.0063233003,15:19:4,21/9/2017,19,21.80,381
51.5018730163,0.0062915992,15:19:4,21/9/2017,28,23.99,351
51.5018806457,0.0062766003,15:19:6,21/9/2017,25,22.23,375
51.5018882751,0.0062716002,15:19:7,21/9/2017,41,24.70,446
51.5018882751,0.0062749996,15:19:8,21/9/2017,17,27.95,429
51.5018882751,0.0062815999,15:19:8,21/9/2017,27,22.57,445
51.5018959045,0.0062866001,15:19:10,21/9/2017,11,24.20,381
51.5018959045,0.0063033008,15:19:11,21/9/2017,29,26.08,394
51.5019035339,0.0063083004,15:19:12,21/9/2017,9,25.15,425
51.5018959045,0.0063333005,15:19:12,21/9/2017,35,26.25,438
51.5018959045,0.0063400001,15:19:14,21/9/2017,19,24.11,377
51.5019035339,0.0063482999,15:19:15,21/9/2017,47,35.86,407
51.5019035339,0.0063565998,15:19:16,21/9/2017,19,29.83,329
51.5019187927,0.0063515996,15:19:16,21/9/2017,21,31.46,361
51.5019302368,0.0063499999,15:19:18,21/9/2017,26,32.01,392
51.5019454956,0.0063366003,15:19:19,21/9/2017,24,28.39,365
51.5019454956,0.0063233003,15:19:20,21/9/2017,33,44.92,332
51.5019531250,0.0063116006,15:19:20,21/9/2017,54,41.42,473
51.5019683837,0.0062849998,15:19:22,21/9/2017,42,63.75,468
51.5019683837,0.0062733001,15:19:23,21/9/2017,45,58.07,395
51.5019760131,0.0062632999,15:19:24,21/9/2017,208,61.52,381
51.5019874572,0.0062500000,15:19:24,21/9/2017,230,87.82,373
51.5019950866,0.0062566003,15:19:26,21/9/2017,60,76.47,431
51.5020027160,0.0062500000,15:19:27,21/9/2017,36,48.57,439
51.5020179748,0.0062433004,15:19:28,21/9/2017,23,42.03,341
51.5020332336,0.0062283000,15:19:28,21/9/2017,34,39.86,452
51.5020599365,0.0062182998,15:19:30,21/9/2017,33,38.60,427
51.5020751953,0.0062049999,15:19:31,21/9/2017,32,40.14,369
51.5020980834,0.0061916007,15:19:32,21/9/2017,64,55.57,385
51.5021247863,0.0061816000,15:19:32,21/9/2017,21,56.72,426
51.5021476745,0.0061750001,15:19:34,21/9/2017,18,24.80,409
51.5021743774,0.0061666002,15:19:35,21/9/2017,10,24.69,428
51.5021896362,0.0061582999,15:19:36,21/9/2017,24,23.24,435
51.5022048950,0.0061515998,15:19:36,21/9/2017,35,28.52,413
51.5022201538,0.0061416001,15:19:38,21/9/2017,32,24.26,447
51.5022315979,0.0061332998,15:19:39,21/9/2017,46,31.54,379
51.5022315979,0.0061200003,15:19:40,21/9/2017,25,26.92,410
51.5022392272,0.0061050004,15:19:40,21/9/2017,25,32.84,434
51.5022392272,0.0060800004,15:19:42,21/9/2017,22,26.52,458
51.5022392272,0.0060566000,15:19:43,21/9/2017,13,24.49,452
51.5022392272,0.0060282998,15:19:44,21/9/2017,120,62.31,456
