latitude,longitude,time,date,light 0-1024,sound value 0-1024,sound average,sound peak,temperature C
51.4941978454,0.0063650007,12:38:10,29/7/2016,8,21,21.08,300,28.13
51.494190216,0.0063800001,12:38:11,29/7/2016,8,15,23.01,313,28.13
51.494190216,0.0063950004,12:38:12,29/7/2016,8,12,20.87,273,28.61
51.4941825866,0.0064050006,12:38:13,29/7/2016,9,15,18.05,320,28.61
51.4941749572,0.0064150004,12:38:14,29/7/2016,9,10,16.43,306,28.61
51.4941635131,0.0064283008,12:38:15,29/7/2016,9,15,16.72,276,28.61
51.4941482543,0.0064466004,12:38:16,29/7/2016,9,12,17.86,303,28.61
51.4941482543,0.0064632997,12:38:17,29/7/2016,9,14,21.38,319,28.61
51.494140625,0.0064783005,12:38:18,29/7/2016,17,20,17.5,318,28.13
51.4941329956,0.0064949998,12:38:19,29/7/2016,23,12,16.48,285,28.61
51.4941253662,0.0065150012,12:38:20,29/7/2016,26,9,17.75,299,28.61
51.4941253662,0.0065383005,12:38:21,29/7/2016,22,6,20.32,328,28.13
51.4941177368,0.0065582995,12:38:22,29/7/2016,13,24,20.99,307,28.13
51.4941062927,0.0065750002,12:38:23,29/7/2016,9,19,17.69,304,27.64
51.4940986633,0.0065932998,12:38:24,29/7/2016,8,3,17.75,330,27.64
51.4940910339,0.0066166009,12:38:25,29/7/2016,8,8,17.11,299,27.64
51.4940834045,0.0066366004,12:38:26,29/7/2016,8,22,16.94,276,27.64
51.4940757751,0.0066533002,12:38:27,29/7/2016,8,8,18.02,296,28.13
51.4940681457,0.0066765999,12:38:28,29/7/2016,8,16,18.08,300,28.13
51.4940605163,0.0067000002,12:38:29,29/7/2016,9,10,21.41,281,28.13
51.4940605163,0.0067265996,12:38:30,29/7/2016,8,7,18.52,303,28.13
51.4940528869,0.0067483005,12:38:31,29/7/2016,9,11,19.49,304,28.13
51.4940414428,0.0067716002,12:38:32,29/7/2016,8,6,23,313,28.13
51.494026184,0.0067916002,12:38:33,29/7/2016,8,19,22.19,251,28.13
51.4940185546,0.0068133001,12:38:34,29/7/2016,8,10,20.34,312,28.13
51.4940032958,0.0068300004,12:38:35,29/7/2016,8,5,22.55,296,28.13
51.4939842224,0.0068432998,12:38:36,29/7/2016,8,21,21.65,273,27.64
51.493976593,0.0068533,12:38:37,29/7/2016,8,32,26.12,308,27.64
51.4939613342,0.0068633008,12:38:38,29/7/2016,8,11,25.81,287,28.13
51.4939460754,0.0068915996,12:38:39,29/7/2016,9,18,24.31,295,28.13
51.4939308166,0.0069032998,12:38:40,29/7/2016,14,29,39.19,426,28.13
51.4939117431,0.0069166002,12:38:41,29/7/2016,8,45,35.07,320,28.13
51.4939041137,0.0069300003,12:38:42,29/7/2016,8,13,24.78,312,27.64
51.4938812255,0.0069415998,12:38:43,29/7/2016,8,21,26.18,264,27.64
51.493862152,0.0069532995,12:38:44,29/7/2016,9,22,31.23,336,27.64
51.4938468933,0.0069650006,12:38:45,29/7/2016,9,29,23.4,336,27.64
51.4938316345,0.0069833002,12:38:46,29/7/2016,9,42,34.73,315,27.64
51.4938240051,0.0069966006,12:38:47,29/7/2016,9,16,32.67,289,27.64
51.4938087463,0.0070116004,12:38:48,29/7/2016,9,49,32.39,284,28.13
51.4937973022,0.0070333003,12:38:49,29/7/2016,8,18,20.98,308,28.13
51.4937820434,0.0070500001,12:38:50,29/7/2016,8,11,20.4,286,28.13
51.493774414,0.0070700001,12:38:51,29/7/2016,9,22,21.04,319,27.64
51.4937667846,0.0070883007,12:38:52,29/7/2016,9,15,22.6,297,27.64
51.4937515258,0.0071033,12:38:53,29/7/2016,8,15,19,318,28.13
51.4937324523,0.0071216001,12:38:54,29/7/2016,9,18,22.51,273,27.64
51.4937248229,0.0071350007,12:38:55,29/7/2016,9,23,22.29,320,28.13
51.4937095642,0.0071483001,12:38:56,29/7/2016,9,9,21.77,308,28.13
51.4936943054,0.0071565999,12:38:57,29/7/2016,9,14,23.16,297,28.13
51.493686676,0.0071650004,12:38:58,29/7/2016,9,14,20.37,305,28.13
51.4936676025,0.0071782999,12:38:59,29/7/2016,8,24,23.64,312,28.13
51.4936599731,0.0071915998,12:39:0,29/7/2016,9,35,22.68,313,28.13
51.4936523437,0.0072050004,12:39:1,29/7/2016,8,16,27.19,264,28.61
51.4936370849,0.0072216005,12:39:2,29/7/2016,8,13,23.12,318,28.13
51.4936294555,0.0072382998,12:39:3,29/7/2016,8,34,28.64,434,28.61
51.493610382,0.0072550005,12:39:4,29/7/2016,8,24,29.57,314,28.61
51.4935874938,0.0072666001,12:39:5,29/7/2016,9,31,23.16,315,28.13
51.4935722351,0.0072816009,12:39:6,29/7/2016,9,12,21.53,336,28.61
51.4935531616,0.0072966003,12:39:7,29/7/2016,9,22,23.53,323,28.61
51.4935379028,0.007315001,12:39:8,29/7/2016,9,20,28.15,283,27.64
51.493522644,0.0073316006,12:39:9,29/7/2016,10,19,27.71,315,28.61
51.4935150146,0.0073433008,12:39:10,29/7/2016,9,15,22.65,306,28.13
51.4934959411,0.0073566007,12:39:11,29/7/2016,9,16,19.29,294,28.61
51.4934806823,0.0073683013,12:39:12,29/7/2016,10,21,22.86,287,28.61
51.4934654235,0.0073916006,12:39:13,29/7/2016,9,25,20.52,300,28.61
51.4934501647,0.0074066009,12:39:14,29/7/2016,9,13,22.68,328,28.61
51.4934310913,0.0074232997,12:39:15,29/7/2016,9,39,38.08,287,28.61
51.4934234619,0.0074350004,12:39:16,29/7/2016,9,21,29.85,334,28.61
51.4934082031,0.0074516005,12:39:17,29/7/2016,8,21,27.18,315,28.61
51.4933929443,0.0074682998,12:39:18,29/7/2016,9,14,20.38,264,29.1
51.4933853149,0.0074916005,12:39:19,29/7/2016,9,15,19.18,307,29.1
51.4933662414,0.0075100002,12:39:20,29/7/2016,9,8,19.37,330,28.61
51.493358612,0.0075282998,12:39:21,29/7/2016,9,29,19.99,299,29.1
51.4933433532,0.0075433006,12:39:22,29/7/2016,9,27,20.34,341,29.1
51.4933357238,0.0075616002,12:39:23,29/7/2016,9,19,19.5,297,29.1
51.493320465,0.0075816001,12:39:24,29/7/2016,9,15,18.39,305,29.1
51.4933090209,0.0076000003,12:39:25,29/7/2016,8,16,18.66,271,29.1
51.4932937622,0.0076150007,12:39:26,29/7/2016,9,13,18.82,294,29.1
51.4932785034,0.0076332998,12:39:27,29/7/2016,9,16,25.02,310,29.1
51.493270874,0.0076483001,12:39:28,29/7/2016,9,10,22.77,297,29.1
51.4932518005,0.0076666002,12:39:29,29/7/2016,9,6,17.5,314,29.1
51.4932441711,0.0076849994,12:39:30,29/7/2016,9,27,19.18,309,28.61
51.4932365417,0.0077066001,12:39:31,29/7/2016,9,12,20.25,287,29.1
51.4932212829,0.0077266006,12:39:32,29/7/2016,8,12,18.58,275,29.1
51.4932136535,0.0077449998,12:39:33,29/7/2016,8,1,18.64,315,29.1
51.4932060241,0.0077633008,12:39:34,29/7/2016,8,18,17.46,295,28.61
51.4931869506,0.0077816009,12:39:35,29/7/2016,8,4,19.43,271,28.61
51.4931793212,0.0078016004,12:39:36,29/7/2016,8,15,16.64,301,28.61
51.4931640625,0.0078233003,12:39:37,29/7/2016,9,22,15.98,299,28.61
51.4931564331,0.0078450002,12:39:38,29/7/2016,9,6,15.22,315,29.1
51.4931411743,0.0078666,12:39:39,29/7/2016,9,15,17.11,281,29.1
51.4931411743,0.0078900003,12:39:40,29/7/2016,9,0,18.21,307,29.1
51.4931297302,0.0079099998,12:39:41,29/7/2016,9,4,17.4,295,29.1
51.4931221008,0.0079299998,12:39:42,29/7/2016,9,7,18.15,279,29.1
51.4931144714,0.0079483003,12:39:43,29/7/2016,9,16,20.17,296,29.1
51.493106842,0.0079666004,12:39:44,29/7/2016,8,56,26.63,331,28.61
51.493106842,0.0079833002,12:39:45,29/7/2016,8,16,27.96,312,29.1
51.4930992126,0.0080000009,12:39:46,29/7/2016,9,19,27.09,277,28.61
51.4930839538,0.0080166006,12:39:47,29/7/2016,9,14,17.78,315,29.1
51.4930763244,0.0080350008,12:39:48,29/7/2016,9,29,17.04,289,28.61
51.4930763244,0.0080566005,12:39:49,29/7/2016,9,8,16.15,289,29.1
51.4930763244,0.0080783004,12:39:50,29/7/2016,9,12,16.3,316,29.1
51.4930763244,0.0081000003,12:39:51,29/7/2016,9,4,16.11,300,28.61
51.4930648803,0.0081200008,12:39:52,29/7/2016,9,8,17.51,306,29.1
51.4930648803,0.0081416006,12:39:53,29/7/2016,9,3,19.29,265,28.61
51.4930648803,0.0081633005,12:39:54,29/7/2016,9,8,16.39,311,28.61
51.4930648803,0.008188301,12:39:55,29/7/2016,9,14,15.69,312,28.13
51.4930648803,0.00821,12:39:56,29/7/2016,9,6,17.13,298,28.61
51.4930648803,0.0082300004,12:39:57,29/7/2016,9,10,15.52,319,28.61
51.4930648803,0.0082516012,12:39:58,29/7/2016,9,13,15.59,291,28.13
51.4930572509,0.0082715997,12:39:59,29/7/2016,9,6,21.24,380,28.61
51.4930572509,0.0082933006,12:40:0,29/7/2016,9,12,15.67,280,28.13
51.4930572509,0.0083132991,12:40:1,29/7/2016,9,15,18.45,305,28.13
51.4930496215,0.008335,12:40:2,29/7/2016,9,5,15.95,278,28.13
51.4930496215,0.0083566007,12:40:3,29/7/2016,9,4,16.17,291,28.13
51.4930496215,0.0083833007,12:40:4,29/7/2016,9,19,16.74,310,28.13
51.4930496215,0.0084099998,12:40:5,29/7/2016,9,6,16.73,310,29.1
51.4930496215,0.0084349994,12:40:6,29/7/2016,9,5,17.55,300,28.13
51.4930572509,0.0084583005,12:40:7,29/7/2016,9,5,14.48,271,28.13
51.4930572509,0.0084833011,12:40:8,29/7/2016,9,12,16.32,301,28.13
51.4930572509,0.0085032997,12:40:9,29/7/2016,9,14,14.88,305,28.13
51.4930572509,0.0085249996,12:40:10,29/7/2016,9,15,16.1,311,27.64
51.4930648803,0.0085466012,12:40:11,29/7/2016,9,5,14.5,258,28.13
51.4930763244,0.0085700006,12:40:12,29/7/2016,9,10,14.12,323,28.13
51.4930839538,0.0085916004,12:40:13,29/7/2016,9,0,14.31,305,28.13
51.4930839538,0.0086133003,12:40:14,29/7/2016,14,9,13.62,267,28.13
51.4930915832,0.0086333007,12:40:15,29/7/2016,9,5,14.17,312,28.13
51.4930992126,0.0086532993,12:40:16,29/7/2016,14,13,15.92,299,28.13
51.493106842,0.0086732997,12:40:17,29/7/2016,8,15,14.44,299,28.13
51.4931144714,0.0086915998,12:40:18,29/7/2016,8,20,16.2,281,28.61
51.4931144714,0.0087082996,12:40:19,29/7/2016,8,6,15.49,307,28.61
51.4931221008,0.0087250003,12:40:20,29/7/2016,11,9,15.92,310,28.61
51.4931297302,0.0087433004,12:40:21,29/7/2016,12,11,15.07,287,28.61
51.4931411743,0.0087600002,12:40:22,29/7/2016,9,7,14.73,289,28.61
51.4931411743,0.0087765998,12:40:23,29/7/2016,14,13,15.28,297,28.61
51.4931488037,0.008795,12:40:24,29/7/2016,14,1,14.41,321,28.61
51.4931564331,0.008813301,12:40:25,29/7/2016,11,10,17.83,269,28.61
51.4931716918,0.0088333005,12:40:26,29/7/2016,13,9,19.04,320,28.61
51.4931793212,0.0088516006,12:40:27,29/7/2016,13,13,15.18,271,28.61
51.4931869506,0.0088666,12:40:28,29/7/2016,13,1,15.85,272,28.13
51.4931983947,0.0088783016,12:40:29,29/7/2016,12,8,14.49,299,28.13
51.4932060241,0.0088933,12:40:30,29/7/2016,12,7,15.8,308,28.13
51.4932136535,0.0089049997,12:40:31,29/7/2016,14,4,18.96,317,28.13
51.4932212829,0.00892,12:40:32,29/7/2016,14,1,21.22,318,28.13
51.4932365417,0.0089333009,12:40:33,29/7/2016,15,12,23.96,299,28.13
51.4932441711,0.0089433012,12:40:34,29/7/2016,14,9,16.81,295,27.64
51.4932632446,0.0089533004,12:40:35,29/7/2016,14,9,16.36,307,27.64
51.4932785034,0.00896,12:40:36,29/7/2016,13,4,18.73,325,27.64
51.4932861328,0.0089665994,12:40:37,29/7/2016,10,3,17.65,302,27.64
51.4933013916,0.0089733009,12:40:38,29/7/2016,8,10,14.43,313,27.64
51.4933090209,0.0089799995,12:40:39,29/7/2016,8,7,14.9,277,27.64
51.4933280944,0.0089866008,12:40:40,29/7/2016,8,6,19.75,309,27.64
51.4933433532,0.0089933004,12:40:41,29/7/2016,13,22,14.14,302,27.64
51.4933509826,0.0090016002,12:40:42,29/7/2016,8,9,13.72,296,27.15
51.4933662414,0.0090100002,12:40:43,29/7/2016,8,17,14.23,312,27.15
51.4933853149,0.0090166006,12:40:44,29/7/2016,7,10,17.54,313,27.64
51.4934005737,0.0090250005,12:40:45,29/7/2016,7,16,19.68,328,27.64
51.4934158325,0.0090333003,12:40:46,29/7/2016,8,11,17.69,273,27.64
51.4934310913,0.0090433006,12:40:47,29/7/2016,8,11,18.63,318,27.64
51.4934501647,0.0090500001,12:40:48,29/7/2016,7,9,15.51,310,27.64
51.4934577941,0.0090533008,12:40:49,29/7/2016,7,39,17.67,272,27.64
51.4934730529,0.0090565986,12:40:50,29/7/2016,8,7,31.56,276,27.64
51.4934883117,0.0090600004,12:40:51,29/7/2016,8,11,16.5,311,27.64
51.4935073852,0.0090633001,12:40:52,29/7/2016,7,0,14.39,306,27.64
51.493522644,0.0090682992,12:40:53,29/7/2016,8,1,14.97,279,27.64
51.4935379028,0.0090699996,12:40:54,29/7/2016,7,7,14.35,304,27.64
51.4935531616,0.0090715999,12:40:55,29/7/2016,8,13,18.12,400,27.64
51.4935646057,0.0090750007,12:40:56,29/7/2016,7,12,14.83,304,27.64
51.4935798645,0.0090733003,12:40:57,29/7/2016,7,11,16.47,293,27.64
51.4935951232,0.0090682992,12:40:58,29/7/2016,7,3,16.47,307,27.64
51.4936027526,0.0090633001,12:40:59,29/7/2016,7,21,20.73,310,27.64
51.493610382,0.0090616016,12:41:0,29/7/2016,7,18,19.59,270,27.64
51.4936294555,0.0090565986,12:41:1,29/7/2016,8,152,48.84,288,27.64
51.4936523437,0.0090565986,12:41:2,29/7/2016,8,11,42.56,281,27.64
51.4936599731,0.0090583,12:41:3,29/7/2016,8,7,31.31,329,27.64
51.4936752319,0.0090633001,12:41:4,29/7/2016,8,18,21.76,295,27.64
51.4936943054,0.0090665998,12:41:5,29/7/2016,7,9,19.69,304,27.64
51.4937095642,0.0090616016,12:41:6,29/7/2016,7,11,17.77,297,27.64
51.4937171936,0.0090500001,12:41:7,29/7/2016,7,6,15.32,274,27.64
51.4937324523,0.009039999,12:41:8,29/7/2016,7,3,15.1,302,27.15
51.4937515258,0.0090315999,12:41:9,29/7/2016,7,33,16.33,304,27.64
51.4937667846,0.0090200004,12:41:10,29/7/2016,7,14,16.52,273,27.64
51.4937820434,0.0090100002,12:41:11,29/7/2016,7,0,17.33,306,27.64
51.4937973022,0.0090032997,12:41:12,29/7/2016,7,4,15.05,287,27.64
51.4938163757,0.0089983005,12:41:13,29/7/2016,7,5,15.47,312,27.64
51.4938240051,0.0089933004,12:41:14,29/7/2016,8,4,16.95,279,27.64
51.4938392639,0.0089866008,12:41:15,29/7/2016,8,7,14.61,294,27.15
51.4938468933,0.0089766006,12:41:16,29/7/2016,8,15,15.05,307,27.15
51.493862152,0.0089700012,12:41:17,29/7/2016,8,4,15.04,282,27.64
51.4938735961,0.0089616003,12:41:18,29/7/2016,11,1,14.78,309,27.15
51.4938888549,0.0089499998,12:41:19,29/7/2016,10,11,14.54,296,27.64
51.4939041137,0.0089416017,12:41:20,29/7/2016,11,20,14.71,314,27.15
51.4939117431,0.0089350013,12:41:21,29/7/2016,11,0,14.97,282,27.64
51.4939193725,0.0089300003,12:41:22,29/7/2016,9,8,14.54,308,27.64
51.4939308166,0.0089250001,12:41:23,29/7/2016,7,7,14.91,296,27.64
51.493938446,0.0089183006,12:41:24,29/7/2016,8,4,14.36,275,27.64
51.4939537048,0.008911601,12:41:25,29/7/2016,8,11,14.95,303,27.15
51.4939689636,0.0089015998,12:41:26,29/7/2016,7,4,14.43,308,27.64
51.4939842224,0.0088916006,12:41:27,29/7/2016,7,14,14.58,291,27.64
51.4940032958,0.0088815994,12:41:28,29/7/2016,7,3,14.69,283,27.15
51.4940109252,0.0088700008,12:41:29,29/7/2016,8,19,15.94,288,27.15
51.4940185546,0.0088583002,12:41:30,29/7/2016,7,17,16.92,317,27.64
51.494026184,0.0088450012,12:41:31,29/7/2016,7,24,18.61,275,27.64
51.4940338134,0.0088350009,12:41:32,29/7/2016,7,31,20.05,309,27.64
51.4940528869,0.0088216009,12:41:33,29/7/2016,7,11,20.19,295,27.64
51.4940605163,0.008813301,12:41:34,29/7/2016,7,14,16.72,304,27.64
51.4940681457,0.0088016004,12:41:35,29/7/2016,6,11,16.72,267,27.64
51.4940834045,0.0087883005,12:41:36,29/7/2016,6,13,16.34,316,27.64
51.4940910339,0.0087765998,12:41:37,29/7/2016,7,5,15.14,301,27.15
51.4941062927,0.0087666006,12:41:38,29/7/2016,7,8,14.16,272,27.15
51.4941177368,0.0087549991,12:41:39,29/7/2016,7,11,14.03,308,27.15
51.4941329956,0.0087416,12:41:40,29/7/2016,7,13,14.29,310,27.15
51.494140625,0.0087300004,12:41:41,29/7/2016,7,5,13.78,312,27.15
51.4941558837,0.0087166004,12:41:42,29/7/2016,7,8,13.9,266,27.64
51.4941749572,0.0087050008,12:41:43,29/7/2016,7,1,14.31,295,27.64
51.4941825866,0.0086933012,12:41:44,29/7/2016,7,7,13.89,292,27.64
51.494190216,0.0086800003,12:41:45,29/7/2016,9,29,15.62,274,27.64
51.4942054748,0.0086666011,12:41:46,29/7/2016,7,15,13.81,313,27.64
51.4942207336,0.0086532993,12:41:47,29/7/2016,7,14,13.5,311,27.64
51.494228363,0.0086416006,12:41:48,29/7/2016,7,7,14.3,314,27.64
51.4942398071,0.0086316003,12:41:49,29/7/2016,7,0,13.28,270,27.64
51.4942550659,0.0086216001,12:41:50,29/7/2016,7,8,20.24,381,27.64
51.4942626953,0.0086099996,12:41:51,29/7/2016,7,23,15.14,350,27.64
51.4942779541,0.008598299,12:41:52,29/7/2016,14,14,13.68,282,27.64
51.4942970275,0.0085916004,12:41:53,29/7/2016,7,10,15.4,318,27.64
51.4943122863,0.0085816001,12:41:54,29/7/2016,7,12,15.42,308,27.15
51.4943275451,0.0085750007,12:41:55,29/7/2016,7,11,14.46,301,27.15
51.4943351745,0.0085683002,12:41:56,29/7/2016,8,18,16.89,260,27.64
51.4943504333,0.0085583,12:41:57,29/7/2016,8,11,19.75,314,27.64
51.4943618774,0.0085500001,12:41:58,29/7/2016,8,15,24.5,318,27.64
51.4943771362,0.0085415992,12:41:59,29/7/2016,7,5,23.06,283,27.64
51.4943847656,0.0085299997,12:42:0,29/7/2016,7,19,16.09,320,27.15
51.494392395,0.0085150003,12:42:1,29/7/2016,7,8,18.28,319,27.64
51.4944076538,0.0085100002,12:42:2,29/7/2016,7,10,16.86,305,27.15
51.4944190979,0.0085032997,12:42:3,29/7/2016,7,7,18.15,272,27.64
51.4944267272,0.0084949998,12:42:4,29/7/2016,7,4,14.24,300,27.64
51.4944343566,0.0084850006,12:42:5,29/7/2016,7,16,14.98,286,27.64
51.494441986,0.0084750003,12:42:6,29/7/2016,7,6,16.49,283,27.64
51.4944572448,0.0084616003,12:42:7,29/7/2016,13,10,15.29,308,27.64
51.4944725036,0.0084500007,12:42:8,29/7/2016,7,6,15.11,308,27.15
51.4944915771,0.0084366016,12:42:9,29/7/2016,7,3,15.43,306,27.15
51.4944992065,0.0084232997,12:42:10,29/7/2016,7,15,14.21,257,27.15
51.4945144653,0.0084099998,12:42:11,29/7/2016,7,7,15.86,309,27.15
51.4945220947,0.0083966007,12:42:12,29/7/2016,7,6,15.87,309,27.15
51.4945297241,0.0083866004,12:42:13,29/7/2016,7,14,17.11,274,27.15
51.4945487976,0.0083733005,12:42:14,29/7/2016,8,6,17.49,308,27.15
51.4945640563,0.0083599996,12:42:15,29/7/2016,7,8,16.74,323,27.15
51.4945716857,0.0083466005,12:42:16,29/7/2016,7,9,14.81,315,27.15
51.4945869445,0.0083283004,12:42:17,29/7/2016,7,6,13.73,283,27.64
51.494606018,0.0083115997,12:42:18,29/7/2016,7,4,14.74,293,27.64
51.4946136474,0.0082966003,12:42:19,29/7/2016,7,18,14.96,275,27.64
51.4946289062,0.0082849998,12:42:20,29/7/2016,7,13,16.45,277,27.15
51.4946365356,0.0082733001,12:42:21,29/7/2016,7,8,16.46,316,27.64
51.494644165,0.0082616004,12:42:22,29/7/2016,7,12,15.98,309,27.64
51.4946632385,0.008249999,12:42:23,29/7/2016,7,5,15.48,308,27.64
51.4946708679,0.0082383003,12:42:24,29/7/2016,7,3,16.14,363,27.64
51.4946784973,0.008228301,12:42:25,29/7/2016,7,19,14.84,310,27.64
51.4946937561,0.0082166004,12:42:26,29/7/2016,7,6,15.37,318,27.64
51.4947013854,0.0082016,12:42:27,29/7/2016,8,17,15.65,271,27.64
51.4947090148,0.0081833,12:42:28,29/7/2016,7,21,15.24,315,27.64
51.4947280883,0.0081650009,12:42:29,29/7/2016,7,0,15.52,307,27.15
51.4947357177,0.0081499996,12:42:30,29/7/2016,6,5,16.03,286,27.64
51.4947433471,0.0081400003,12:42:31,29/7/2016,15,9,15.11,275,27.15
51.4947586059,0.008130001,12:42:32,29/7/2016,7,2,15.62,305,27.64
51.4947738647,0.0081200008,12:42:33,29/7/2016,7,11,14.99,282,27.64
51.4947853088,0.0081133003,12:42:34,29/7/2016,7,2,15,295,27.15
51.4948005676,0.0081016006,12:42:35,29/7/2016,7,0,14.78,287,27.64
51.494808197,0.0080916004,12:42:36,29/7/2016,6,11,16.65,295,27.64
51.4948158264,0.0080816001,12:42:37,29/7/2016,6,14,15.71,298,27.15
51.4948310852,0.0080733003,12:42:38,29/7/2016,7,30,20.84,251,27.64
51.4948387145,0.0080583009,12:42:39,29/7/2016,7,83,44.76,305,27.64
51.4948501586,0.008045,12:42:40,29/7/2016,7,36,39.7,250,27.15
51.4948654174,0.0080300006,12:42:41,29/7/2016,7,32,32.49,277,27.15
51.4948806762,0.0080166006,12:42:42,29/7/2016,12,30,30.67,331,26.66
51.4948883056,0.0080016002,12:42:43,29/7/2016,7,13,34.88,325,27.15
51.4949073791,0.0079899997,12:42:44,29/7/2016,7,23,19.68,335,27.15
51.4949150085,0.007978301,12:42:45,29/7/2016,6,18,20.48,281,27.15
51.4949302673,0.0079682998,12:42:46,29/7/2016,7,14,21,454,27.15
51.4949378967,0.0079583001,12:42:47,29/7/2016,7,20,20.87,395,27.15
51.4949455261,0.0079500007,12:42:48,29/7/2016,7,20,19.18,276,27.15
51.4949607849,0.0079400005,12:42:49,29/7/2016,16,17,20.45,295,27.64
51.4949798583,0.0079333,12:42:50,29/7/2016,15,12,22.86,304,27.15
51.4949874877,0.0079283003,12:42:51,29/7/2016,9,19,27.66,285,27.15
51.4950027465,0.0079233002,12:42:52,29/7/2016,8,4,20.23,285,27.64
51.4950103759,0.0079116001,12:42:53,29/7/2016,8,20,16.95,305,27.64
51.4950294494,0.0078983001,12:42:54,29/7/2016,8,5,19.57,320,27.64
51.4950447082,0.0078850002,12:42:55,29/7/2016,8,39,27.46,253,27.15
51.4950523376,0.0078716011,12:42:56,29/7/2016,8,21,32.6,289,27.15
51.495059967,0.0078600001,12:42:57,29/7/2016,7,17,21.88,331,27.64
51.4950752258,0.0078466005,12:42:58,29/7/2016,16,18,18.55,324,27.15
51.4950828552,0.007835,12:42:59,29/7/2016,7,20,16.82,264,27.64
51.4951019287,0.0078250002,12:43:0,29/7/2016,7,11,18.06,300,27.64
51.4951171875,0.0078115997,12:43:1,29/7/2016,7,18,20.57,315,27.64
51.4951248168,0.0078016004,12:43:2,29/7/2016,7,62,22.64,293,27.64
51.4951324462,0.0077899999,12:43:3,29/7/2016,7,10,19.36,308,27.64
51.4951400756,0.0077816009,12:43:4,29/7/2016,7,9,20,319,27.64
51.4951591491,0.0077716007,12:43:5,29/7/2016,7,22,23.38,309,27.64
51.4951667785,0.0077616,12:43:6,29/7/2016,7,31,36.76,289,27.64
51.4951820373,0.0077516007,12:43:7,29/7/2016,7,24,26.67,317,27.64
51.4951896667,0.0077433004,12:43:8,29/7/2016,7,11,36.27,303,27.64
51.4952049255,0.0077365999,12:43:9,29/7/2016,7,35,33.98,265,27.64
51.4952163696,0.0077266006,12:43:10,29/7/2016,7,7,23.33,343,27.64
51.4952316284,0.0077150001,12:43:11,29/7/2016,7,19,17.56,314,27.64
51.4952468872,0.0077032995,12:43:12,29/7/2016,8,0,16.19,320,27.64
51.4952545166,0.0076950001,12:43:13,29/7/2016,7,7,15.28,275,27.64
51.49527359,0.0076833004,12:43:14,29/7/2016,7,10,14.57,307,27.64
51.4952888488,0.00767,12:43:15,29/7/2016,7,23,19.7,308,28.13
51.4952964782,0.007656599,12:43:16,29/7/2016,7,7,14.03,286,28.13
51.495311737,0.0076416006,12:43:17,29/7/2016,7,4,14.36,314,28.13
51.4953269958,0.0076316003,12:43:18,29/7/2016,7,7,15.35,293,28.13
51.4953460693,0.0076200003,12:43:19,29/7/2016,7,11,14.59,310,28.13
51.4953613281,0.0076083002,12:43:20,29/7/2016,7,15,13.92,272,27.64
51.4953689575,0.0075933008,12:43:21,29/7/2016,7,14,14.01,315,28.13
51.4953842163,0.0075766,12:43:22,29/7/2016,7,7,14.26,307,28.13
51.4953956604,0.0075600004,12:43:23,29/7/2016,7,2,13.29,280,28.13
51.4954109191,0.0075415997,12:43:24,29/7/2016,7,13,15.44,287,28.13
51.4954185485,0.0075282998,12:43:25,29/7/2016,7,5,16.7,319,28.13
51.4954338073,0.0075165996,12:43:26,29/7/2016,8,3,16.62,313,28.13
51.4954414367,0.0075016012,12:43:27,29/7/2016,8,3,14.69,277,28.13
51.4954605102,0.007485001,12:43:28,29/7/2016,7,6,18.65,296,28.13
51.4954681396,0.0074682998,12:43:29,29/7/2016,7,22,14.24,303,28.13
51.4954833984,0.0074550004,12:43:30,29/7/2016,7,10,15.99,284,28.13
51.4954986572,0.0074450006,12:43:31,29/7/2016,7,7,14.9,297,28.13
51.4955062866,0.0074366002,12:43:32,29/7/2016,7,18,16.47,308,28.13
51.4955177307,0.0074316015,12:43:33,29/7/2016,7,7,15.14,310,28.13
51.4955253601,0.0074133005,12:43:34,29/7/2016,7,6,14.91,269,28.13
51.4955329895,0.0073966002,12:43:35,29/7/2016,7,13,14.58,323,28.13
51.4955482482,0.0073783006,12:43:36,29/7/2016,7,12,15.2,310,28.13
51.4955558776,0.0073600006,12:43:37,29/7/2016,7,13,17.03,278,28.13
51.495563507,0.0073433008,12:43:38,29/7/2016,7,13,19.46,314,28.13
51.4955711364,0.0073300004,12:43:39,29/7/2016,7,20,20.1,313,28.13
51.4955825805,0.007315001,12:43:40,29/7/2016,7,11,22.2,287,28.61
51.4955978393,0.0072982997,12:43:41,29/7/2016,7,27,22.91,280,28.13
51.4956054687,0.0072816009,12:43:42,29/7/2016,7,9,23.73,464,28.13
51.4956130981,0.0072650003,12:43:43,29/7/2016,7,22,36.32,337,28.13
51.4956207275,0.00725,12:43:44,29/7/2016,7,19,22.3,260,28.13
51.495639801,0.0072349996,12:43:45,29/7/2016,7,21,24.36,314,28.13
51.4956474304,0.0072200002,12:43:46,29/7/2016,7,18,27.12,296,28.13
51.4956550598,0.0072050004,12:43:47,29/7/2016,7,15,28.01,320,28.13
51.4956626892,0.0071883001,12:43:48,29/7/2016,8,14,19.22,292,28.13
51.4956703186,0.0071749997,12:43:49,29/7/2016,13,8,20.04,298,28.13
51.4956779479,0.0071633005,12:43:50,29/7/2016,7,10,16.14,318,28.13
51.4956932067,0.0071500005,12:43:51,29/7/2016,7,12,16.03,276,28.13
